t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,9,2,5,0,0,0
7.0,0.0,0.0,0.0,16,6,36,0,0,0
8.0,0.0,0.0,0.0,27,11,60,0,0,0
9.0,0.0,0.0,0.0,35,19,107,0,0,0
10.0,0.0,0.0,0.0,40,24,129,0,0,0
11.0,0.0,0.0,0.0,44,29,153,0,0,0
12.0,0.0,0.0,0.0,50,34,171,0,0,0
13.0,0.0,0.0,0.0,50,34,194,0,0,0
14.0,0.0,0.0,0.0,50,34,194,0,0,0
15.0,0.0,0.0,0.0,50,34,194,0,0,0
16.0,0.0,0.0,0.0,50,34,194,0,0,0
17.0,0.0,0.0,0.0,50,34,194,0,0,0
18.0,0.0,0.0,0.0,50,34,194,0,0,0
19.0,0.0,0.0,0.0,52,34,194,0,0,0
20.0,0.0,0.0,0.0,57,36,195,0,0,0
21.0,0.0,0.0,0.0,59,39,196,0,0,0
22.0,0.0,0.0,0.0,70,48,204,0,0,0
23.0,0.0,0.0,0.0,78,52,246,0,0,0
24.0,0.0,0.0,0.0,84,55,262,0,0,0
25.0,0.0,0.0,0.0,95,60,277,0,0,0
26.0,0.0,0.0,0.0,97,64,293,0,0,0
27.0,0.0,0.0,0.0,98,66,318,0,0,0
28.0,0.0,0.0,0.0,100,69,328,0,0,0
29.0,0.0,0.0,0.0,100,70,345,0,0,0
30.0,0.0,0.0,0.0,100,70,347,0,0,0
31.0,0.0,0.0,0.0,100,70,347,0,0,0
32.0,0.0,0.0,0.0,101,70,347,0,0,0
33.0,0.0,0.0,0.0,102,71,347,0,0,0
34.0,0.0,0.0,0.0,103,73,347,0,0,0
35.0,0.0,0.0,0.0,110,76,351,0,0,0
36.0,0.0,0.0,0.0,116,82,371,0,0,0
37.0,0.0,0.0,0.0,122,86,414,0,0,0
38.0,0.0,0.0,0.0,133,88,431,0,0,0
39.0,0.0,0.0,0.0,140,93,446,0,0,0
40.0,0.0,0.0,0.0,143,96,479,0,0,0
41.0,0.0,0.0,0.0,146,100,488,0,0,0
42.0,0.0,0.0,0.0,148,102,514,0,0,0
43.0,0.0,0.0,0.0,149,102,528,0,0,0
44.0,0.0,0.0,0.0,150,104,528,0,0,0
45.0,0.0,0.0,0.0,150,105,538,0,0,0
46.0,0.0,0.0,0.0,150,106,540,2,0,0
47.0,16.666667,0.0,1.0,151,107,545,6,1,0
48.0,28.571429,2.0,1.0,154,107,549,7,2,0
49.0,54.545455,2.0,1.666667,157,109,549,11,6,0
50.0,61.538462,2.0,1.75,162,110,567,13,8,1
51.0,78.571429,2.4,1.727273,170,111,571,14,11,3
52.0,86.666667,2.333333,1.769231,176,114,585,15,13,3
53.0,93.75,3.111111,1.8,187,116,606,16,15,6
54.0,94.117647,3.0,1.75,191,118,637,17,16,7
55.0,94.444444,2.909091,1.705882,193,120,645,18,17,7
56.0,94.736842,2.833333,1.666667,194,122,659,19,18,7
57.0,95.0,2.769231,1.631579,197,122,678,20,19,7
58.0,95.238095,2.714286,1.6,198,122,680,21,20,7
59.0,95.454545,2.666667,1.571429,200,123,680,22,21,7
60.0,95.652174,2.625,1.545455,201,123,695,23,22,7
61.0,95.833333,2.588235,1.521739,201,124,698,24,23,7
62.0,96.0,2.555556,1.5,203,124,711,25,24,7
63.0,96.153846,2.526316,1.48,205,124,712,26,25,7
64.0,96.296296,2.5,1.461538,207,124,713,27,26,7
65.0,96.428571,2.47619,1.444444,216,126,714,28,27,7
66.0,96.551724,2.454545,1.428571,226,127,719,29,28,7
67.0,96.666667,2.434783,1.413793,234,130,721,30,29,7
68.0,96.774194,2.416667,1.4,236,133,737,31,30,7
69.0,96.875,2.4,1.387097,238,135,796,32,31,7
70.0,96.969697,2.384615,1.375,245,135,842,33,32,7
71.0,97.058824,2.37037,1.363636,246,137,843,34,33,7
72.0,97.142857,2.357143,1.352941,249,137,870,35,34,7
73.0,97.222222,2.344828,1.342857,250,138,870,36,35,7
74.0,97.297297,2.333333,1.333333,251,139,870,37,36,7
75.0,97.368421,2.322581,1.324324,251,140,872,38,37,7
76.0,97.435897,2.3125,1.315789,254,140,872,39,38,7
77.0,97.5,2.30303,1.307692,256,143,872,40,39,7
78.0,97.560976,2.294118,1.3,261,143,876,41,40,7
79.0,95.348837,2.285714,1.292683,266,143,876,43,41,7
80.0,93.333333,2.277778,1.285714,274,144,876,45,42,7
81.0,95.652174,2.27027,1.295455,280,146,884,46,44,7
82.0,97.87234,2.263158,1.304348,283,150,917,47,46,7
83.0,97.916667,2.25641,1.297872,285,152,932,48,47,8
84.0,97.959184,2.25,1.291667,294,154,947,49,48,9
85.0,94.230769,2.243902,1.285714,297,154,1005,52,49,9
86.0,94.339623,2.238095,1.28,298,154,1007,53,50,9
87.0,94.444444,2.232558,1.27451,298,155,1010,54,51,9
