t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,9,1,6,0,0,0
7.0,0.0,0.0,0.0,16,3,35,0,0,0
8.0,0.0,0.0,0.0,27,7,66,0,0,0
9.0,0.0,0.0,0.0,35,15,98,0,0,0
10.0,0.0,0.0,0.0,40,20,132,0,0,0
11.0,0.0,0.0,0.0,44,25,160,0,0,0
12.0,0.0,0.0,0.0,50,30,181,0,0,0
13.0,0.0,0.0,0.0,50,30,194,0,0,0
14.0,0.0,0.0,0.0,50,30,194,0,0,0
15.0,0.0,0.0,0.0,50,30,194,0,0,0
16.0,0.0,0.0,0.0,50,30,194,0,0,0
17.0,0.0,0.0,0.0,50,30,194,0,0,0
18.0,0.0,0.0,0.0,50,30,194,0,0,0
19.0,0.0,0.0,0.0,52,31,194,0,0,0
20.0,0.0,0.0,0.0,57,35,194,0,0,0
21.0,0.0,0.0,0.0,59,41,206,0,0,0
22.0,0.0,0.0,0.0,70,50,213,0,0,0
23.0,0.0,0.0,0.0,78,55,251,0,0,0
24.0,0.0,0.0,0.0,84,57,266,0,0,0
25.0,0.0,0.0,0.0,95,63,270,0,0,0
26.0,0.0,0.0,0.0,97,68,294,0,0,0
27.0,0.0,0.0,0.0,98,70,327,0,0,0
28.0,0.0,0.0,0.0,100,73,338,0,0,0
29.0,0.0,0.0,0.0,100,75,341,0,0,0
30.0,0.0,0.0,0.0,100,75,344,0,0,0
31.0,0.0,0.0,0.0,100,75,344,0,0,0
32.0,0.0,0.0,0.0,101,75,344,0,0,0
33.0,0.0,0.0,0.0,103,76,344,0,0,0
34.0,0.0,0.0,0.0,104,80,354,0,0,0
35.0,0.0,0.0,0.0,109,87,358,0,0,0
36.0,0.0,0.0,0.0,115,95,384,0,0,0
37.0,0.0,0.0,0.0,120,100,390,0,0,0
38.0,0.0,0.0,0.0,134,104,417,0,0,0
39.0,0.0,0.0,0.0,142,108,420,0,0,0
40.0,0.0,0.0,0.0,143,112,433,0,0,0
41.0,0.0,0.0,0.0,147,115,447,0,0,0
42.0,0.0,0.0,0.0,149,118,462,0,0,0
43.0,0.0,0.0,0.0,150,118,473,0,0,0
44.0,0.0,0.0,0.0,150,120,473,0,0,0
45.0,0.0,0.0,0.0,150,121,473,0,0,0
46.0,0.0,0.0,0.0,150,124,479,4,0,0
47.0,50.0,0.0,1.0,151,124,492,8,4,0
48.0,50.0,2.0,1.0,153,125,492,12,6,0
49.0,66.666667,2.0,1.0,156,129,500,15,10,0
50.0,73.684211,2.0,1.285714,161,133,515,19,14,0
51.0,95.0,2.0,1.263158,168,139,533,20,19,2
52.0,83.333333,2.0,1.25,181,145,541,24,20,2
53.0,96.0,2.111111,1.208333,185,152,554,25,24,2
54.0,86.206897,2.090909,1.2,189,155,563,29,25,2
55.0,90.625,2.086957,1.172414,193,157,577,32,29,2
56.0,86.111111,2.074074,1.16129,197,160,588,36,31,2
57.0,92.105263,2.068966,1.142857,200,162,664,38,35,2
58.0,90.47619,2.060606,1.184211,200,165,666,42,38,2
59.0,93.333333,2.057143,1.166667,200,166,678,45,42,3
60.0,89.795918,2.051282,1.159091,200,166,678,49,44,3
61.0,94.117647,2.04878,1.145833,203,167,678,51,48,3
62.0,92.727273,2.044444,1.176471,203,171,682,55,51,3
63.0,93.220339,2.042553,1.163636,207,173,730,59,55,4
64.0,92.063492,2.039216,1.155172,209,177,736,63,58,4
65.0,93.939394,2.037037,1.145161,217,183,762,66,62,4
66.0,94.285714,2.034483,1.166667,221,184,764,70,66,4
67.0,94.594595,2.032787,1.157143,225,192,780,74,70,5
68.0,93.589744,2.030769,1.150685,233,195,791,78,73,5
69.0,95.061728,2.029412,1.142857,242,198,793,81,77,5
70.0,95.294118,2.027778,1.160494,246,202,794,85,81,5
71.0,95.505618,2.026667,1.152941,248,205,804,89,85,6
72.0,94.623656,2.025316,1.147727,250,206,855,93,88,6
73.0,95.833333,2.02439,1.141304,250,207,859,96,92,6
74.0,96.0,2.023256,1.15625,253,208,870,100,96,6
75.0,96.153846,2.022472,1.15,253,211,873,104,100,7
76.0,95.37037,2.021505,1.145631,254,214,880,108,103,7
77.0,96.396396,2.061856,1.140187,256,216,886,111,107,7
78.0,96.521739,2.059406,1.153153,259,220,894,115,111,7
79.0,96.638655,2.057692,1.147826,262,224,928,119,115,8
80.0,95.934959,2.055556,1.144068,266,226,928,123,118,8
81.0,96.825397,2.089286,1.139344,273,233,928,126,122,8
82.0,97.674419,2.086207,1.150794,276,237,942,129,126,8
83.0,97.727273,2.084034,1.147287,282,243,945,132,129,9
84.0,97.777778,2.081967,1.143939,290,245,950,135,132,9
85.0,97.122302,2.111111,1.140741,297,247,970,139,135,9
86.0,97.887324,2.108527,1.136691,299,247,1004,142,139,9
87.0,97.260274,2.105263,1.133803,300,251,1004,146,142,9
